Epoch,Step,Precision,Recall,,Precision_AVERAGE,,,Recall_AVERAGE
319,600,0.674157296,0.600000024,,,,,
320,300,0.737864089,0.75999999,,,,,
320,600,0.689655196,0.600000024,,,,,
321,300,0.6,0.720000029,,,,,
321,600,0.674157296,0.600000024,,,,,
322,300,0.693877545,0.680000007,,,,,
322,600,0.632352945,0.430000007,,,,,
323,300,0.612612611,0.680000007,,,,,
323,600,0.691588799,0.74000001,,,,,
324,300,0.64044944,0.569999993,,,,,
324,600,0.663366359,0.670000017,,,,,
325,300,0.61224491,0.600000024,,,,,
325,600,0.705882353,0.720000029,,,,,
326,300,0.658536617,0.540000021,,,,,
326,600,0.718750014,0.689999998,,,,,
327,300,0.718750014,0.689999998,,,,,
327,600,0.589999974,0.589999974,,,,,
328,300,0.764705886,0.649999976,,,,,
328,600,0.709999979,0.709999979,,,,,
329,300,0.663157898,0.629999995,,,,,
329,600,0.649350665,0.5,,,,,
330,300,0.625,0.600000024,,,,,
330,600,0.736263733,0.670000017,,,,,
